"PheCode","Phenotype","Category","Trait ID","Platform","Trait Description","Hazard Ratio","FDR adjusted P-value"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000078747","RNAseq","ITCH","1.06 (1.03 1.08)","3.24E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000242372","RNAseq","EIF6","1.05 (1.03 1.08)","3.64E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000131069","RNAseq","ACSS2","0.95 (0.92 0.97)","3.64E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000000460","RNAseq","C1orf112","1.05 (1.03 1.08)","3.64E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000270504","RNAseq","AL391422.4","0.95 (0.92 0.97)","3.68E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000279253","RNAseq","AL121753.2","0.95 (0.93 0.97)","5.85E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000177051","RNAseq","FBXO46","0.95 (0.92 0.97)","7.08E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000163161","RNAseq","ERCC3","0.95 (0.93 0.98)","8.31E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000058453","RNAseq","CROCC","0.95 (0.92 0.97)","8.50E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000241741","RNAseq","","0.95 (0.92 0.97)","9.14E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000166086","RNAseq","JAM3","1.05 (1.02 1.08)","9.19E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000143185","RNAseq","XCL2","0.95 (0.93 0.98)","9.19E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000156735","RNAseq","BAG4","0.95 (0.93 0.98)","9.85E-3"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000148737","RNAseq","TCF7L2","1.05 (1.02 1.08)","1.11E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000173950","RNAseq","XXYLT1","0.95 (0.93 0.98)","1.22E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000160305","RNAseq","DIP2A","1.05 (1.02 1.08)","1.71E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000198911","RNAseq","SREBF2","0.95 (0.93 0.98)","1.80E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000100348","RNAseq","TXN2","1.05 (1.02 1.08)","1.80E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000123405","RNAseq","NFE2","0.96 (0.93 0.98)","1.95E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000203896","RNAseq","LIME1","0.95 (0.92 0.98)","1.98E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000169684","RNAseq","CHRNA5","1.05 (1.02 1.08)","2.14E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000226581","RNAseq","LINC02848","0.95 (0.93 0.98)","2.20E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000244649","RNAseq","LINC02086","0.96 (0.93 0.98)","2.38E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000267892","RNAseq","AC022144.1","1.05 (1.02 1.08)","2.83E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000088298","RNAseq","EDEM2","0.96 (0.93 0.98)","2.84E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000176261","RNAseq","ZBTB8OS","0.96 (0.94 0.98)","2.93E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000125505","RNAseq","MBOAT7","0.96 (0.93 0.98)","3.05E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000106976","RNAseq","DNM1","0.95 (0.93 0.98)","3.07E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000130164","RNAseq","LDLR","0.96 (0.93 0.98)","3.12E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000131067","RNAseq","GGT7","0.96 (0.93 0.98)","3.12E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000135506","RNAseq","OS9","1.05 (1.02 1.07)","3.43E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000129473","RNAseq","BCL2L2","0.96 (0.93 0.98)","4.03E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000144843","RNAseq","ADPRH","0.96 (0.93 0.98)","4.10E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000138670","RNAseq","RASGEF1B","0.96 (0.93 0.98)","4.14E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000120885","RNAseq","CLU","1.05 (1.02 1.07)","4.27E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000105053","RNAseq","VRK3","1.05 (1.02 1.09)","4.30E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000277224","RNAseq","H2BC7","1.05 (1.02 1.07)","4.30E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000224086","RNAseq","AC245452.1","1.05 (1.02 1.07)","4.34E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000261560","RNAseq","AC007216.3","1.05 (1.02 1.07)","4.55E-2"
"451.2","Phlebitis and thrombophlebitis of lower extremities","circulatory system","ENSG00000176209","RNAseq","SMIM19","0.96 (0.93 0.98)","5.00E-2"
"454","Varicose veins","circulatory system","ENSG00000213967","RNAseq","ZNF726","0.90 (0.87 0.94)","1.75E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ALPI.10463.23.3","SomaScan","Intestinal-type alkaline phosphatase","0.95 (0.93 0.97)","5.13E-6"
"454.1","Varicose veins of lower extremity","circulatory system","RSPO3.13094.75.3","SomaScan","R-spondin-3","0.95 (0.94 0.97)","2.26E-5"
"454.1","Varicose veins of lower extremity","circulatory system","F8.13499.30.3","SomaScan","Coagulation Factor VIII","1.05 (1.03 1.06)","1.43E-4"
"454.1","Varicose veins of lower extremity","circulatory system","CD209.3029.52.2","SomaScan","CD209 antigen","1.04 (1.02 1.06)","9.74E-4"
"454.1","Varicose veins of lower extremity","circulatory system","RPN1.10490.3.3","SomaScan","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1","0.96 (0.94 0.98)","1.47E-3"
"454.1","Varicose veins of lower extremity","circulatory system","SECTM1.13093.6.3","SomaScan","Secreted and transmembrane protein 1","0.96 (0.94 0.98)","1.47E-3"
"454.1","Varicose veins of lower extremity","circulatory system","IL27.EBI3.2829.19.2","SomaScan","Interleukin-27","0.96 (0.94 0.98)","1.47E-3"
"454.1","Varicose veins of lower extremity","circulatory system","TCN1.11232.46.3","SomaScan","Transcobalamin-1","1.04 (1.02 1.06)","1.47E-3"
"454.1","Varicose veins of lower extremity","circulatory system","SELE.3470.1.2","SomaScan","E-selectin","0.96 (0.95 0.98)","1.90E-3"
"454.1","Varicose veins of lower extremity","circulatory system","BPIFA2.5695.5.3","SomaScan","BPI fold-containing family A member 2","1.04 (1.02 1.06)","2.12E-3"
"454.1","Varicose veins of lower extremity","circulatory system","FGF19.2762.30.2","SomaScan","Fibroblast growth factor 19","0.96 (0.94 0.98)","2.12E-3"
"454.1","Varicose veins of lower extremity","circulatory system","VWF.3050.7.2","SomaScan","von Willebrand factor","1.04 (1.02 1.06)","2.31E-3"
"454.1","Varicose veins of lower extremity","circulatory system","TFRC.8795.48.3","SomaScan","Transferrin receptor protein 1","0.96 (0.95 0.98)","4.35E-3"
"454.1","Varicose veins of lower extremity","circulatory system","MAN1A2.9077.10.3","SomaScan","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","1.04 (1.02 1.06)","7.38E-3"
"454.1","Varicose veins of lower extremity","circulatory system","PDGFRA.10366.11.3","SomaScan","Platelet-derived growth factor receptor alpha","1.03 (1.02 1.05)","1.40E-2"
"454.1","Varicose veins of lower extremity","circulatory system","EFEMP1.8480.29.3","SomaScan","EGF-containing fibulin-like extracellular matrix protein 1","0.97 (0.95 0.98)","1.53E-2"
"454.1","Varicose veins of lower extremity","circulatory system","PDE4D.5255.22.3","SomaScan","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","1.03 (1.02 1.05)","1.78E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ABO.9253.52.3","SomaScan","Histo-blood group ABO system transferase","1.03 (1.02 1.05)","1.78E-2"
"454.1","Varicose veins of lower extremity","circulatory system","DNAJC10.8297.8.3","SomaScan","DnaJ homolog subfamily C member 10","1.03 (1.02 1.05)","1.99E-2"
"454.1","Varicose veins of lower extremity","circulatory system","LIFR.5837.49.3","SomaScan","Leukemia inhibitory factor receptor","0.97 (0.95 0.98)","2.07E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENG.4908.6.1","SomaScan","Endoglin","0.97 (0.95 0.98)","2.16E-2"
"454.1","Varicose veins of lower extremity","circulatory system","KIN.14643.27.3","SomaScan","DNA/RNA-binding protein KIN17","0.97 (0.95 0.98)","2.47E-2"
"454.1","Varicose veins of lower extremity","circulatory system","TXNDC12.4815.25.3","SomaScan","Thioredoxin domain-containing protein 12","0.97 (0.95 0.98)","2.51E-2"
"454.1","Varicose veins of lower extremity","circulatory system","BCAM.2816.50.2","SomaScan","Basal Cell Adhesion Molecule","1.03 (1.01 1.05)","2.51E-2"
"454.1","Varicose veins of lower extremity","circulatory system","IGF1R.4232.19.2","SomaScan","Insulin-like growth factor 1 receptor","0.97 (0.95 0.99)","3.05E-2"
"454.1","Varicose veins of lower extremity","circulatory system","B4GALT1.13381.49.3","SomaScan","Beta-1,4-galactosyltransferase 1","1.03 (1.01 1.05)","3.12E-2"
"454.1","Varicose veins of lower extremity","circulatory system","BPIFB1.11246.3.3","SomaScan","BPI fold-containing family B member 1","1.03 (1.01 1.05)","3.37E-2"
"454.1","Varicose veins of lower extremity","circulatory system","MET.2837.3.2","SomaScan","Hepatocyte growth factor receptor","0.97 (0.95 0.99)","3.42E-2"
"454.1","Varicose veins of lower extremity","circulatory system","TUFT1.5690.49.3","SomaScan","Tuftelin","0.97 (0.95 0.99)","3.78E-2"
"454.1","Varicose veins of lower extremity","circulatory system","IGLON5.6478.2.3","SomaScan","IgLON family member 5","0.97 (0.96 0.99)","4.01E-2"
"454.1","Varicose veins of lower extremity","circulatory system","C1GALT1C1.5735.54.3","SomaScan","C1GALT1-specific chaperone 1","1.03 (1.01 1.05)","4.15E-2"
"454.1","Varicose veins of lower extremity","circulatory system","IL2RB.9343.16.3","SomaScan","Interleukin-2 receptor subunit beta","1.03 (1.01 1.05)","4.16E-2"
"454.1","Varicose veins of lower extremity","circulatory system","TIE1.2844.53.2","SomaScan","Tyrosine-protein kinase receptor Tie-1, soluble","1.03 (1.01 1.05)","4.86E-2"
"454.1","Varicose veins of lower extremity","circulatory system","NAALAD2.7986.98.3","SomaScan","N-acetylated-alpha-linked acidic dipeptidase 2","0.97 (0.95 0.99)","4.87E-2"
"454.1","Varicose veins of lower extremity","circulatory system","P35318","Olink","Pro-adrenomedullin","1.06 (1.04 1.08)","3.06E-7"
"454.1","Varicose veins of lower extremity","circulatory system","P04275","Olink","von Willebrand factor","1.05 (1.03 1.06)","1.71E-4"
"454.1","Varicose veins of lower extremity","circulatory system","O95750","Olink","Fibroblast growth factor 19","0.96 (0.94 0.97)","3.40E-4"
"454.1","Varicose veins of lower extremity","circulatory system","P15086","Olink","Carboxypeptidase B","1.04 (1.03 1.06)","8.88E-4"
"454.1","Varicose veins of lower extremity","circulatory system","P16581","Olink","E-selectin","0.96 (0.94 0.98)","1.09E-3"
"454.1","Varicose veins of lower extremity","circulatory system","P56470","Olink","Galectin-4","0.96 (0.95 0.98)","2.55E-3"
"454.1","Varicose veins of lower extremity","circulatory system","Q9BQR3","Olink","Serine protease 27","1.04 (1.02 1.06)","6.99E-3"
"454.1","Varicose veins of lower extremity","circulatory system","P07339","Olink","Cathepsin D","0.97 (0.95 0.98)","1.48E-2"
"454.1","Varicose veins of lower extremity","circulatory system","O95998","Olink","Interleukin-18-binding protein","1.03 (1.02 1.05)","1.72E-2"
"454.1","Varicose veins of lower extremity","circulatory system","M46318","Metabolon","X - 12714","1.04 (1.02 1.06)","1.47E-3"
"454.1","Varicose veins of lower extremity","circulatory system","M15716","Metabolon","imidazole lactate","0.96 (0.95 0.98)","2.65E-3"
"454.1","Varicose veins of lower extremity","circulatory system","M47978","Metabolon","X - 13846","1.04 (1.02 1.06)","7.14E-3"
"454.1","Varicose veins of lower extremity","circulatory system","M17747","Metabolon","sphingosine","1.03 (1.02 1.05)","1.39E-2"
"454.1","Varicose veins of lower extremity","circulatory system","M46366","Metabolon","X - 18249","0.97 (0.95 0.98)","1.56E-2"
"454.1","Varicose veins of lower extremity","circulatory system","M46368","Metabolon","X - 18914","0.97 (0.95 0.98)","1.63E-2"
"454.1","Varicose veins of lower extremity","circulatory system","M46640","Metabolon","X - 15469","1.04 (1.02 1.05)","1.71E-2"
"454.1","Varicose veins of lower extremity","circulatory system","M37187","Metabolon","5alpha-androstan-3beta,17alpha-diol disulfate","1.03 (1.02 1.05)","2.19E-2"
"454.1","Varicose veins of lower extremity","circulatory system","M48441","Metabolon","4-hydroxychlorothalonil","0.97 (0.95 0.98)","2.90E-2"
"454.1","Varicose veins of lower extremity","circulatory system","M35482","Metabolon","2-methylmalonyl carnitine","1.03 (1.01 1.05)","4.22E-2"
"454.1","Varicose veins of lower extremity","circulatory system","M46295","Metabolon","X - 21286","1.03 (1.01 1.05)","4.87E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000245937","RNAseq","LINC01184","0.92 (0.91 0.94)","3.77E-18"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000243667","RNAseq","WDR92","0.93 (0.91 0.94)","1.76E-15"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000259813","RNAseq","AC138028.3","0.93 (0.92 0.95)","9.97E-13"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000260630","RNAseq","SNAI3-AS1","1.06 (1.04 1.08)","1.09E-8"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000158373","RNAseq","H2BC5","1.06 (1.04 1.07)","5.86E-7"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000205018","RNAseq","AC092384.1","0.95 (0.93 0.96)","8.69E-7"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000115946","RNAseq","PNO1","1.05 (1.04 1.07)","1.55E-6"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000166278","RNAseq","C2","0.95 (0.93 0.96)","1.55E-6"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000197223","RNAseq","C1D","1.05 (1.03 1.07)","3.62E-5"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000211797","RNAseq","TRAV17","1.05 (1.03 1.07)","4.46E-5"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000274641","RNAseq","H2BC17","0.95 (0.94 0.97)","5.72E-5"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000272368","RNAseq","AC074032.1","0.95 (0.94 0.97)","6.45E-5"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000198276","RNAseq","UCKL1","0.95 (0.94 0.97)","7.42E-5"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000211777","RNAseq","TRAV3","1.05 (1.03 1.07)","1.17E-4"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000211785","RNAseq","TRAV12-1","0.96 (0.94 0.97)","2.37E-4"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000133812","RNAseq","SBF2","1.05 (1.03 1.06)","2.37E-4"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000204592","RNAseq","HLA-E","0.96 (0.94 0.97)","2.89E-4"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000272468","RNAseq","AL021807.1","0.96 (0.94 0.98)","1.12E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000158769","RNAseq","F11R","0.96 (0.94 0.98)","1.46E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000170175","RNAseq","CHRNB1","0.96 (0.94 0.98)","1.46E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000233930","RNAseq","KRTAP5-AS1","1.04 (1.02 1.06)","1.47E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000115415","RNAseq","STAT1","1.04 (1.02 1.06)","1.47E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000278341","RNAseq","AC138028.6","1.04 (1.02 1.06)","2.12E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000131374","RNAseq","TBC1D5","1.04 (1.02 1.06)","2.12E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000211810","RNAseq","TRAV29DV5","0.96 (0.94 0.98)","2.31E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000108828","RNAseq","VAT1","0.96 (0.95 0.98)","2.31E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000182923","RNAseq","CEP63","1.04 (1.02 1.06)","2.35E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000204644","RNAseq","ZFP57","0.96 (0.94 0.98)","2.35E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000105339","RNAseq","DENND3","0.96 (0.95 0.98)","2.77E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000142233","RNAseq","NTN5","1.04 (1.02 1.06)","3.04E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000099994","RNAseq","SUSD2","1.04 (1.02 1.06)","3.19E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000066117","RNAseq","SMARCD1","1.04 (1.02 1.06)","3.87E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000170776","RNAseq","AKAP13","0.96 (0.95 0.98)","4.20E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000188191","RNAseq","PRKAR1B","0.96 (0.95 0.98)","4.97E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000079785","RNAseq","DDX1","1.04 (1.02 1.06)","5.57E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000120616","RNAseq","EPC1","0.96 (0.95 0.98)","6.11E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000104381","RNAseq","GDAP1","1.04 (1.02 1.05)","6.96E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000181915","RNAseq","ADO","1.04 (1.02 1.05)","7.14E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000211716","RNAseq","TRBV9","1.04 (1.02 1.05)","7.17E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000148926","RNAseq","ADM","1.04 (1.02 1.05)","7.17E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000248727","RNAseq","LINC01948","1.04 (1.02 1.05)","7.53E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000244731","RNAseq","C4A","1.04 (1.02 1.05)","9.57E-3"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000150687","RNAseq","PRSS23","1.04 (1.02 1.05)","1.04E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000242375","RNAseq","AL590705.3","1.04 (1.02 1.05)","1.29E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000130600","RNAseq","H19","1.03 (1.02 1.05)","1.40E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000158717","RNAseq","RNF166","0.97 (0.95 0.98)","1.56E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000119599","RNAseq","DCAF4","0.97 (0.95 0.98)","1.56E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000141759","RNAseq","TXNL4A","1.04 (1.02 1.05)","1.63E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000158987","RNAseq","RAPGEF6","1.03 (1.02 1.05)","1.70E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000162819","RNAseq","BROX","0.97 (0.95 0.98)","1.70E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000164010","RNAseq","ERMAP","0.97 (0.95 0.98)","1.72E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000167123","RNAseq","CERCAM","1.03 (1.02 1.05)","1.74E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000245848","RNAseq","CEBPA","1.03 (1.02 1.05)","1.96E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000205336","RNAseq","ADGRG1","1.03 (1.02 1.05)","1.97E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000050405","RNAseq","LIMA1","1.03 (1.02 1.05)","1.97E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000214894","RNAseq","LINC00243","0.97 (0.95 0.98)","1.99E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000173540","RNAseq","GMPPB","1.03 (1.02 1.05)","1.99E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000159674","RNAseq","SPON2","1.03 (1.02 1.05)","2.07E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000197903","RNAseq","H2BC12","0.97 (0.95 0.98)","2.17E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000149823","RNAseq","VPS51","0.97 (0.95 0.98)","2.32E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000178175","RNAseq","ZNF366","1.03 (1.02 1.05)","2.47E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000070444","RNAseq","MNT","0.97 (0.95 0.98)","2.49E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000283189","RNAseq","AC104452.1","0.97 (0.95 0.98)","2.51E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000174137","RNAseq","FAM53A","1.03 (1.02 1.05)","2.51E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000205213","RNAseq","LGR4","0.97 (0.95 0.98)","2.52E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000164620","RNAseq","RELL2","1.03 (1.02 1.05)","2.52E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000197771","RNAseq","MCMBP","0.97 (0.95 0.98)","2.57E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000261226","RNAseq","AC092384.3","1.03 (1.02 1.05)","2.66E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000238197","RNAseq","PAXBP1-AS1","1.03 (1.02 1.05)","2.75E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000051523","RNAseq","CYBA","1.03 (1.02 1.05)","2.78E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000197061","RNAseq","H4C3","0.97 (0.95 0.98)","2.78E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000275743","RNAseq","TRBV14","1.03 (1.02 1.05)","2.78E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000271009","RNAseq","AC116667.1","1.03 (1.02 1.05)","2.83E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000204147","RNAseq","ASAH2B","1.03 (1.01 1.05)","2.93E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000182208","RNAseq","MOB2","1.03 (1.02 1.05)","2.95E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000140564","RNAseq","FURIN","0.97 (0.95 0.99)","3.07E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000237505","RNAseq","PKN2-AS1","0.97 (0.95 0.99)","3.11E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000067900","RNAseq","ROCK1","1.03 (1.01 1.05)","3.13E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000158106","RNAseq","RHPN1","0.97 (0.95 0.99)","3.15E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000174177","RNAseq","CTU2","0.97 (0.95 0.99)","3.69E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000105855","RNAseq","ITGB8","1.03 (1.01 1.05)","3.87E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000242551","RNAseq","","0.97 (0.95 0.99)","4.01E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000156795","RNAseq","WDYHV1","0.97 (0.95 0.99)","4.01E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000211584","RNAseq","SLC48A1","1.03 (1.01 1.05)","4.12E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000167508","RNAseq","MVD","1.03 (1.01 1.05)","4.16E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000130517","RNAseq","PGPEP1","1.03 (1.01 1.05)","4.16E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000234323","RNAseq","LINC01505","1.03 (1.01 1.05)","4.19E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000137944","RNAseq","KYAT3","1.03 (1.01 1.05)","4.32E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000158985","RNAseq","CDC42SE2","1.03 (1.01 1.05)","4.46E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000168283","RNAseq","BMI1","0.97 (0.95 0.99)","4.48E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000198863","RNAseq","RUNDC1","1.03 (1.01 1.05)","4.48E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000130520","RNAseq","LSM4","1.03 (1.01 1.05)","4.48E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000235290","RNAseq","","0.97 (0.95 0.99)","4.48E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000224888","RNAseq","AC138028.2","0.97 (0.95 0.99)","4.63E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000073803","RNAseq","MAP3K13","1.03 (1.01 1.05)","4.67E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000171621","RNAseq","SPSB1","1.03 (1.01 1.05)","4.67E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000179195","RNAseq","ZNF664","0.97 (0.95 0.99)","4.82E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000049246","RNAseq","PER3","1.03 (1.01 1.05)","4.86E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000176928","RNAseq","GCNT4","0.97 (0.96 0.99)","4.87E-2"
"454.1","Varicose veins of lower extremity","circulatory system","ENSG00000179914","RNAseq","ITLN1","1.03 (1.01 1.05)","4.98E-2"
"455","Hemorrhoids","circulatory system","TIE1.2844.53.2","SomaScan","Tyrosine-protein kinase receptor Tie-1, soluble","0.96 (0.94 0.97)","6.23E-9"
